                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3444,                 4.0018,                 1.7724,                      0,                      0,                      0,                      0,                 2.2603,                  4.012,                 1.8106,             0.00024293,             0.00024293,             0.00024293
