                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2828,                 4.0306,                 1.7476,                      0,                      0,                      0,                      0,                  2.076,                 3.9536,                 1.6281,             0.00024293,             0.00024293,             0.00024293
